t,vid,type,hop
39.1,wrong_way_01,WRONG_WAY,1
39.1,wrong_way_01,WRONG_WAY,1
39.1,wrong_way_01,WRONG_WAY,1
39.1,wrong_way_01,WRONG_WAY,1
39.1,wrong_way_01,WRONG_WAY,1
39.2,wrong_way_01,WRONG_WAY,1
39.2,wrong_way_01,WRONG_WAY,1
39.2,wrong_way_01,WRONG_WAY,1
39.2,wrong_way_01,WRONG_WAY,1
39.2,wrong_way_01,WRONG_WAY,1
39.3,wrong_way_01,WRONG_WAY,1
39.3,wrong_way_01,WRONG_WAY,1
39.3,wrong_way_01,WRONG_WAY,1
39.3,wrong_way_01,WRONG_WAY,1
39.3,wrong_way_01,WRONG_WAY,1
39.4,wrong_way_01,WRONG_WAY,1
39.4,wrong_way_01,WRONG_WAY,1
39.4,wrong_way_01,WRONG_WAY,1
39.4,wrong_way_01,WRONG_WAY,1
39.4,wrong_way_01,WRONG_WAY,1
39.5,wrong_way_01,WRONG_WAY,1
39.5,wrong_way_01,WRONG_WAY,1
39.5,wrong_way_01,WRONG_WAY,1
39.5,wrong_way_01,WRONG_WAY,1
39.5,wrong_way_01,WRONG_WAY,1
39.6,wrong_way_01,WRONG_WAY,1
39.6,wrong_way_01,WRONG_WAY,1
39.6,wrong_way_01,WRONG_WAY,1
39.6,wrong_way_01,WRONG_WAY,1
39.6,wrong_way_01,WRONG_WAY,1
39.7,wrong_way_01,WRONG_WAY,1
39.7,wrong_way_01,WRONG_WAY,1
39.7,wrong_way_01,WRONG_WAY,1
39.7,wrong_way_01,WRONG_WAY,1
39.7,wrong_way_01,WRONG_WAY,1
39.8,wrong_way_01,WRONG_WAY,1
39.8,wrong_way_01,WRONG_WAY,1
39.8,wrong_way_01,WRONG_WAY,1
39.8,wrong_way_01,WRONG_WAY,1
39.8,wrong_way_01,WRONG_WAY,1
39.9,wrong_way_01,WRONG_WAY,1
39.9,wrong_way_01,WRONG_WAY,1
39.9,wrong_way_01,WRONG_WAY,1
39.9,wrong_way_01,WRONG_WAY,1
39.9,wrong_way_01,WRONG_WAY,1
40.0,wrong_way_01,WRONG_WAY,1
40.0,wrong_way_01,WRONG_WAY,1
40.0,wrong_way_01,WRONG_WAY,1
40.0,wrong_way_01,WRONG_WAY,1
40.0,wrong_way_01,WRONG_WAY,1
40.1,wrong_way_01,WRONG_WAY,1
40.1,wrong_way_01,WRONG_WAY,1
40.1,wrong_way_01,WRONG_WAY,1
40.1,wrong_way_01,WRONG_WAY,1
40.1,wrong_way_01,WRONG_WAY,1
40.2,wrong_way_01,WRONG_WAY,1
40.2,wrong_way_01,WRONG_WAY,1
40.2,wrong_way_01,WRONG_WAY,1
40.2,wrong_way_01,WRONG_WAY,1
40.2,wrong_way_01,WRONG_WAY,1
40.3,wrong_way_01,WRONG_WAY,1
40.3,wrong_way_01,WRONG_WAY,1
40.3,wrong_way_01,WRONG_WAY,1
40.3,wrong_way_01,WRONG_WAY,1
40.3,wrong_way_01,WRONG_WAY,1
40.4,wrong_way_01,WRONG_WAY,1
40.4,wrong_way_01,WRONG_WAY,1
40.4,wrong_way_01,WRONG_WAY,1
40.4,wrong_way_01,WRONG_WAY,1
40.4,wrong_way_01,WRONG_WAY,1
40.5,wrong_way_01,WRONG_WAY,1
40.5,wrong_way_01,WRONG_WAY,1
40.5,wrong_way_01,WRONG_WAY,1
40.5,wrong_way_01,WRONG_WAY,1
40.5,wrong_way_01,WRONG_WAY,1
40.6,wrong_way_01,WRONG_WAY,1
40.6,wrong_way_01,WRONG_WAY,1
40.6,wrong_way_01,WRONG_WAY,1
40.6,wrong_way_01,WRONG_WAY,1
40.6,wrong_way_01,WRONG_WAY,1
40.7,wrong_way_01,WRONG_WAY,1
40.7,wrong_way_01,WRONG_WAY,1
40.7,wrong_way_01,WRONG_WAY,1
40.7,wrong_way_01,WRONG_WAY,1
40.7,wrong_way_01,WRONG_WAY,1
40.8,wrong_way_01,WRONG_WAY,1
40.8,wrong_way_01,WRONG_WAY,1
40.8,wrong_way_01,WRONG_WAY,1
40.8,wrong_way_01,WRONG_WAY,1
40.8,wrong_way_01,WRONG_WAY,1
40.9,wrong_way_01,WRONG_WAY,1
40.9,wrong_way_01,WRONG_WAY,1
40.9,wrong_way_01,WRONG_WAY,1
40.9,wrong_way_01,WRONG_WAY,1
40.9,wrong_way_01,WRONG_WAY,1
41.0,wrong_way_01,WRONG_WAY,1
41.0,wrong_way_01,WRONG_WAY,1
41.0,wrong_way_01,WRONG_WAY,1
41.0,wrong_way_01,WRONG_WAY,1
41.0,wrong_way_01,WRONG_WAY,1
41.1,wrong_way_01,WRONG_WAY,1
41.1,wrong_way_01,WRONG_WAY,1
41.1,wrong_way_01,WRONG_WAY,1
41.1,wrong_way_01,WRONG_WAY,1
41.1,wrong_way_01,WRONG_WAY,1
41.2,wrong_way_01,WRONG_WAY,1
41.2,wrong_way_01,WRONG_WAY,1
41.2,wrong_way_01,WRONG_WAY,1
41.2,wrong_way_01,WRONG_WAY,1
41.2,wrong_way_01,WRONG_WAY,1
41.3,wrong_way_01,WRONG_WAY,1
41.3,wrong_way_01,WRONG_WAY,1
41.3,wrong_way_01,WRONG_WAY,1
41.3,wrong_way_01,WRONG_WAY,1
41.3,wrong_way_01,WRONG_WAY,1
41.4,wrong_way_01,WRONG_WAY,1
41.4,wrong_way_01,WRONG_WAY,1
41.4,wrong_way_01,WRONG_WAY,1
41.4,wrong_way_01,WRONG_WAY,1
41.4,wrong_way_01,WRONG_WAY,1
41.5,wrong_way_01,WRONG_WAY,1
41.5,wrong_way_01,WRONG_WAY,1
41.5,wrong_way_01,WRONG_WAY,1
41.5,wrong_way_01,WRONG_WAY,1
41.5,wrong_way_01,WRONG_WAY,1
41.6,wrong_way_01,WRONG_WAY,1
41.6,wrong_way_01,WRONG_WAY,1
41.6,wrong_way_01,WRONG_WAY,1
41.6,wrong_way_01,WRONG_WAY,1
41.6,wrong_way_01,WRONG_WAY,1
41.7,wrong_way_01,WRONG_WAY,1
41.7,wrong_way_01,WRONG_WAY,1
41.7,wrong_way_01,WRONG_WAY,1
41.7,wrong_way_01,WRONG_WAY,1
41.7,wrong_way_01,WRONG_WAY,1
41.8,wrong_way_01,WRONG_WAY,1
41.8,wrong_way_01,WRONG_WAY,1
41.8,wrong_way_01,WRONG_WAY,1
41.8,wrong_way_01,WRONG_WAY,1
41.8,wrong_way_01,WRONG_WAY,1
41.9,wrong_way_01,WRONG_WAY,1
41.9,wrong_way_01,WRONG_WAY,1
41.9,wrong_way_01,WRONG_WAY,1
41.9,wrong_way_01,WRONG_WAY,1
41.9,wrong_way_01,WRONG_WAY,1
42.0,wrong_way_01,WRONG_WAY,1
42.0,wrong_way_01,WRONG_WAY,1
42.0,wrong_way_01,WRONG_WAY,1
42.0,wrong_way_01,WRONG_WAY,1
42.0,wrong_way_01,WRONG_WAY,1
42.1,react_04,COLLISION,1
42.1,react_04,COLLISION,1
42.1,react_04,COLLISION,1
42.1,react_04,COLLISION,1
42.1,react_04,COLLISION,1
42.2,react_04,COLLISION,1
42.2,react_04,COLLISION,1
42.2,react_04,COLLISION,1
42.2,react_04,COLLISION,1
42.2,react_04,COLLISION,1
42.3,react_04,COLLISION,1
42.3,react_04,COLLISION,1
42.3,react_04,COLLISION,1
42.3,react_04,COLLISION,1
42.3,react_04,COLLISION,1
42.4,react_04,COLLISION,1
42.4,react_04,COLLISION,1
42.4,react_04,COLLISION,1
42.4,react_04,COLLISION,1
42.4,react_04,COLLISION,1
42.5,react_04,COLLISION,1
42.5,react_04,COLLISION,1
42.5,react_04,COLLISION,1
42.5,react_04,COLLISION,1
42.5,react_04,COLLISION,1
42.6,react_04,COLLISION,1
42.6,react_04,COLLISION,1
42.6,react_04,COLLISION,1
42.6,react_04,COLLISION,1
42.6,react_04,COLLISION,1
42.7,react_04,COLLISION,1
42.7,react_04,COLLISION,1
42.7,react_04,COLLISION,1
42.7,react_04,COLLISION,1
42.7,react_04,COLLISION,1
42.8,react_04,COLLISION,1
42.8,react_04,COLLISION,1
42.8,react_04,COLLISION,1
42.8,react_04,COLLISION,1
42.8,react_04,COLLISION,1
42.9,react_04,COLLISION,1
42.9,react_04,COLLISION,1
42.9,react_04,COLLISION,1
42.9,react_04,COLLISION,1
42.9,react_04,COLLISION,1
43.0,react_04,COLLISION,1
43.0,react_04,COLLISION,1
43.0,react_04,COLLISION,1
43.0,react_04,COLLISION,1
43.0,react_04,COLLISION,1
43.1,react_04,COLLISION,1
43.1,react_04,COLLISION,1
43.1,react_04,COLLISION,1
43.1,react_04,COLLISION,1
43.1,react_04,COLLISION,1
43.2,react_04,COLLISION,1
43.2,react_04,COLLISION,1
43.2,react_04,COLLISION,1
43.2,react_04,COLLISION,1
43.2,react_04,COLLISION,1
43.3,react_04,COLLISION,1
43.3,react_04,COLLISION,1
43.3,react_04,COLLISION,1
43.3,react_04,COLLISION,1
43.3,react_04,COLLISION,1
43.4,react_04,COLLISION,1
43.4,react_04,COLLISION,1
43.4,react_04,COLLISION,1
43.4,react_04,COLLISION,1
43.4,react_04,COLLISION,1
43.5,react_04,COLLISION,1
43.5,react_04,COLLISION,1
43.5,react_04,COLLISION,1
43.5,react_04,COLLISION,1
43.5,react_04,COLLISION,1
43.6,react_04,COLLISION,1
43.6,react_04,COLLISION,1
43.6,react_04,COLLISION,1
43.6,react_04,COLLISION,1
43.6,react_04,COLLISION,1
43.7,react_04,COLLISION,1
43.7,react_04,COLLISION,1
43.7,react_04,COLLISION,1
43.7,react_04,COLLISION,1
43.7,react_04,COLLISION,1
43.8,react_04,COLLISION,1
43.8,react_04,COLLISION,1
43.8,react_04,COLLISION,1
43.8,react_04,COLLISION,1
43.8,react_04,COLLISION,1
43.9,react_04,COLLISION,1
43.9,react_04,COLLISION,1
43.9,react_04,COLLISION,1
43.9,react_04,COLLISION,1
43.9,react_04,COLLISION,1
44.0,react_04,COLLISION,1
44.0,react_04,COLLISION,1
44.0,react_04,COLLISION,1
44.0,react_04,COLLISION,1
44.0,react_04,COLLISION,1
44.1,react_04,COLLISION,1
44.1,react_04,COLLISION,1
44.1,react_04,COLLISION,1
44.1,react_04,COLLISION,1
44.1,react_04,COLLISION,1
44.2,react_04,COLLISION,1
44.2,react_04,COLLISION,1
44.2,react_04,COLLISION,1
44.2,react_04,COLLISION,1
44.2,react_04,COLLISION,1
44.3,react_04,COLLISION,1
44.3,react_04,COLLISION,1
44.3,react_04,COLLISION,1
44.3,react_04,COLLISION,1
44.3,react_04,COLLISION,1
44.4,react_04,COLLISION,1
44.4,react_04,COLLISION,1
44.4,react_04,COLLISION,1
44.4,react_04,COLLISION,1
44.4,react_04,COLLISION,1
44.5,react_04,COLLISION,1
44.5,react_04,COLLISION,1
44.5,react_04,COLLISION,1
44.5,react_04,COLLISION,1
44.5,react_04,COLLISION,1
44.6,react_04,COLLISION,1
44.6,react_04,COLLISION,1
44.6,react_04,COLLISION,1
44.6,react_04,COLLISION,1
44.6,react_04,COLLISION,1
44.7,react_04,COLLISION,1
44.7,react_04,COLLISION,1
44.7,react_04,COLLISION,1
44.7,react_04,COLLISION,1
44.7,react_04,COLLISION,1
44.8,react_04,COLLISION,1
44.8,react_04,COLLISION,1
44.8,react_04,COLLISION,1
44.8,react_04,COLLISION,1
44.8,react_04,COLLISION,1
44.9,react_04,COLLISION,1
44.9,react_04,COLLISION,1
44.9,react_04,COLLISION,1
44.9,react_04,COLLISION,1
44.9,react_04,COLLISION,1
45.0,react_04,COLLISION,1
45.0,react_04,COLLISION,1
45.0,react_04,COLLISION,1
45.0,react_04,COLLISION,1
45.0,react_04,COLLISION,1
45.1,react_04,COLLISION,1
45.1,react_04,COLLISION,1
45.1,react_04,COLLISION,1
45.1,react_04,COLLISION,1
45.1,react_04,COLLISION,1
45.2,react_04,COLLISION,1
45.2,react_04,COLLISION,1
45.2,react_04,COLLISION,1
45.2,react_04,COLLISION,1
45.2,react_04,COLLISION,1
45.3,react_04,COLLISION,1
45.3,react_04,COLLISION,1
45.3,react_04,COLLISION,1
45.3,react_04,COLLISION,1
45.3,react_04,COLLISION,1
45.4,react_04,COLLISION,1
45.4,react_04,COLLISION,1
45.4,react_04,COLLISION,1
45.4,react_04,COLLISION,1
45.4,react_04,COLLISION,1
45.5,react_04,COLLISION,1
45.5,react_04,COLLISION,1
45.5,react_04,COLLISION,1
45.5,react_04,COLLISION,1
45.5,react_04,COLLISION,1
45.6,react_04,COLLISION,1
45.6,react_04,COLLISION,1
45.6,react_04,COLLISION,1
45.6,react_04,COLLISION,1
45.6,react_04,COLLISION,1
45.7,react_04,COLLISION,1
45.7,react_04,COLLISION,1
45.7,react_04,COLLISION,1
45.7,react_04,COLLISION,1
45.7,react_04,COLLISION,1
45.8,react_04,COLLISION,1
45.8,react_04,COLLISION,1
45.8,react_04,COLLISION,1
45.8,react_04,COLLISION,1
45.8,react_04,COLLISION,1
45.9,react_04,COLLISION,1
45.9,react_04,COLLISION,1
45.9,react_04,COLLISION,1
45.9,react_04,COLLISION,1
45.9,react_04,COLLISION,1
46.0,react_04,COLLISION,1
46.0,react_04,COLLISION,1
46.0,react_04,COLLISION,1
46.0,react_04,COLLISION,1
46.0,react_04,COLLISION,1
46.1,react_04,COLLISION,1
46.1,react_04,COLLISION,1
46.1,react_04,COLLISION,1
46.1,react_04,COLLISION,1
46.1,react_04,COLLISION,1
46.2,react_04,COLLISION,1
46.2,react_04,COLLISION,1
46.2,react_04,COLLISION,1
46.2,react_04,COLLISION,1
46.2,react_04,COLLISION,1
46.3,react_04,COLLISION,1
46.3,react_04,COLLISION,1
46.3,react_04,COLLISION,1
46.3,react_04,COLLISION,1
46.3,react_04,COLLISION,1
46.4,react_04,COLLISION,1
46.4,react_04,COLLISION,1
46.4,react_04,COLLISION,1
46.4,react_04,COLLISION,1
46.4,react_04,COLLISION,1
46.5,react_04,COLLISION,1
46.5,react_04,COLLISION,1
46.5,react_04,COLLISION,1
46.5,react_04,COLLISION,1
46.5,react_04,COLLISION,1
46.6,react_04,COLLISION,1
46.6,react_04,COLLISION,1
46.6,react_04,COLLISION,1
46.6,react_04,COLLISION,1
46.6,react_04,COLLISION,1
46.7,react_04,COLLISION,1
46.7,react_04,COLLISION,1
46.7,react_04,COLLISION,1
46.7,react_04,COLLISION,1
46.7,react_04,COLLISION,1
46.8,react_04,COLLISION,1
46.8,react_04,COLLISION,1
46.8,react_04,COLLISION,1
46.8,react_04,COLLISION,1
46.8,react_04,COLLISION,1
46.9,react_04,COLLISION,1
46.9,react_04,COLLISION,1
46.9,react_04,COLLISION,1
46.9,react_04,COLLISION,1
46.9,react_04,COLLISION,1
47.0,react_04,COLLISION,1
47.0,react_04,COLLISION,1
47.0,react_04,COLLISION,1
47.0,react_04,COLLISION,1
47.0,react_04,COLLISION,1
47.1,react_04,COLLISION,1
47.1,react_04,COLLISION,1
47.1,react_04,COLLISION,1
47.1,react_04,COLLISION,1
47.1,react_04,COLLISION,1
47.2,react_04,COLLISION,1
47.2,react_04,COLLISION,1
47.2,react_04,COLLISION,1
47.2,react_04,COLLISION,1
47.2,react_04,COLLISION,1
47.3,react_04,COLLISION,1
47.3,react_04,COLLISION,1
47.3,react_04,COLLISION,1
47.3,react_04,COLLISION,1
47.3,react_04,COLLISION,1
47.4,react_04,COLLISION,1
47.4,react_04,COLLISION,1
47.4,react_04,COLLISION,1
47.4,react_04,COLLISION,1
47.4,react_04,COLLISION,1
47.5,react_04,COLLISION,1
47.5,react_04,COLLISION,1
47.5,react_04,COLLISION,1
47.5,react_04,COLLISION,1
47.5,react_04,COLLISION,1
47.6,react_04,COLLISION,1
47.6,react_04,COLLISION,1
47.6,react_04,COLLISION,1
47.6,react_04,COLLISION,1
47.6,react_04,COLLISION,1
47.7,react_04,COLLISION,1
47.7,react_04,COLLISION,1
47.7,react_04,COLLISION,1
47.7,react_04,COLLISION,1
47.7,react_04,COLLISION,1
47.8,react_04,COLLISION,1
47.8,react_04,COLLISION,1
47.8,react_04,COLLISION,1
47.8,react_04,COLLISION,1
47.8,react_04,COLLISION,1
47.9,react_04,COLLISION,1
47.9,react_04,COLLISION,1
47.9,react_04,COLLISION,1
47.9,react_04,COLLISION,1
47.9,react_04,COLLISION,1
48.0,react_04,COLLISION,1
48.0,react_04,COLLISION,1
48.0,react_04,COLLISION,1
48.0,react_04,COLLISION,1
48.0,react_04,COLLISION,1
48.1,react_04,COLLISION,1
48.1,react_04,COLLISION,1
48.1,react_04,COLLISION,1
48.1,react_04,COLLISION,1
48.1,react_04,COLLISION,1
48.2,react_04,COLLISION,1
48.2,react_04,COLLISION,1
48.2,react_04,COLLISION,1
48.2,react_04,COLLISION,1
48.2,react_04,COLLISION,1
48.3,react_04,COLLISION,1
48.3,react_04,COLLISION,1
48.3,react_04,COLLISION,1
48.3,react_04,COLLISION,1
48.3,react_04,COLLISION,1
48.4,react_04,COLLISION,1
48.4,react_04,COLLISION,1
48.4,react_04,COLLISION,1
48.4,react_04,COLLISION,1
48.4,react_04,COLLISION,1
48.5,react_04,COLLISION,1
48.5,react_04,COLLISION,1
48.5,react_04,COLLISION,1
48.5,react_04,COLLISION,1
48.5,react_04,COLLISION,1
48.6,react_04,COLLISION,1
48.6,react_04,COLLISION,1
48.6,react_04,COLLISION,1
48.6,react_04,COLLISION,1
48.6,react_04,COLLISION,1
48.7,react_04,COLLISION,1
48.7,react_04,COLLISION,1
48.7,react_04,COLLISION,1
48.7,react_04,COLLISION,1
48.7,react_04,COLLISION,1
48.8,react_04,COLLISION,1
48.8,react_04,COLLISION,1
48.8,react_04,COLLISION,1
48.8,react_04,COLLISION,1
48.8,react_04,COLLISION,1
48.9,react_04,COLLISION,1
48.9,react_04,COLLISION,1
48.9,react_04,COLLISION,1
48.9,react_04,COLLISION,1
48.9,react_04,COLLISION,1
49.0,react_04,COLLISION,1
49.0,react_04,COLLISION,1
49.0,react_04,COLLISION,1
49.0,react_04,COLLISION,1
49.0,react_04,COLLISION,1
49.1,react_04,COLLISION,1
49.1,react_04,COLLISION,1
49.1,react_04,COLLISION,1
49.1,react_04,COLLISION,1
49.1,react_04,COLLISION,1
49.2,react_04,COLLISION,1
49.2,react_04,COLLISION,1
49.2,react_04,COLLISION,1
49.2,react_04,COLLISION,1
49.2,react_04,COLLISION,1
49.3,react_04,COLLISION,1
49.3,react_04,COLLISION,1
49.3,react_04,COLLISION,1
49.3,react_04,COLLISION,1
49.3,react_04,COLLISION,1
49.4,react_04,COLLISION,1
49.4,react_04,COLLISION,1
49.4,car_p1,COLLISION,1
49.4,car_p1,COLLISION,1
49.4,car_p1,COLLISION,1
49.5,react_04,COLLISION,1
49.5,react_04,COLLISION,1
49.5,car_p1,COLLISION,1
49.5,car_p1,COLLISION,1
49.5,car_p1,COLLISION,1
49.6,react_04,COLLISION,1
49.6,react_04,COLLISION,1
49.6,car_p1,COLLISION,1
49.6,car_p1,COLLISION,1
49.6,car_p1,COLLISION,1
49.7,react_04,COLLISION,1
49.7,react_04,COLLISION,1
49.7,car_p1,COLLISION,1
49.7,car_p1,COLLISION,1
49.7,car_p1,COLLISION,1
49.8,react_04,COLLISION,1
49.8,react_04,COLLISION,1
49.8,car_p1,COLLISION,1
49.8,car_p1,COLLISION,1
49.8,car_p1,COLLISION,1
49.9,react_04,COLLISION,1
49.9,react_04,COLLISION,1
49.9,car_p1,COLLISION,1
49.9,car_p1,COLLISION,1
49.9,car_p1,COLLISION,1
50.0,react_04,COLLISION,1
50.0,react_04,COLLISION,1
50.0,car_p1,COLLISION,1
50.0,car_p1,COLLISION,1
50.0,car_p1,COLLISION,1
50.1,car_p1,COLLISION,1
50.1,car_p1,COLLISION,1
50.1,car_p2,COLLISION,1
50.1,car_p2,COLLISION,1
50.1,car_p2,COLLISION,1
50.2,car_p1,COLLISION,1
50.2,car_p1,COLLISION,1
50.2,car_p2,COLLISION,1
50.2,car_p2,COLLISION,1
50.2,car_p2,COLLISION,1
50.3,car_p1,COLLISION,1
50.3,car_p1,COLLISION,1
50.3,car_p2,COLLISION,1
50.3,car_p2,COLLISION,1
50.3,car_p2,COLLISION,1
50.4,car_p1,COLLISION,1
50.4,car_p1,COLLISION,1
50.4,car_p2,COLLISION,1
50.4,car_p2,COLLISION,1
50.4,car_p2,COLLISION,1
50.5,car_p1,COLLISION,1
50.5,car_p1,COLLISION,1
50.5,car_p2,COLLISION,1
50.5,car_p2,COLLISION,1
50.5,car_p2,COLLISION,1
50.6,car_p1,COLLISION,1
50.6,car_p1,COLLISION,1
50.6,car_p2,COLLISION,1
50.6,car_p2,COLLISION,1
50.6,car_p2,COLLISION,1
50.7,car_p1,COLLISION,1
50.7,car_p2,COLLISION,1
50.7,car_p2,COLLISION,1
50.7,car_p2,COLLISION,1
50.7,car_p2,COLLISION,1
50.8,car_p1,COLLISION,1
50.8,car_p2,COLLISION,1
50.8,car_p2,COLLISION,1
50.8,car_p2,COLLISION,1
50.8,car_p2,COLLISION,1
50.9,car_p1,COLLISION,1
50.9,car_p2,COLLISION,1
50.9,car_p2,COLLISION,1
50.9,car_p2,COLLISION,1
50.9,car_p2,COLLISION,1
51.0,car_p1,COLLISION,1
51.0,car_p2,COLLISION,1
51.0,car_p2,COLLISION,1
51.0,car_p2,COLLISION,1
51.0,car_p2,COLLISION,1
51.1,car_p1,COLLISION,1
51.1,car_p2,COLLISION,1
51.1,car_p2,COLLISION,1
51.1,car_p2,COLLISION,1
51.1,car_p2,COLLISION,1
51.2,car_p1,COLLISION,1
51.2,car_p2,COLLISION,1
51.2,car_p2,COLLISION,1
51.2,car_p2,COLLISION,1
51.2,car_p2,COLLISION,1
51.3,car_p1,COLLISION,1
51.3,car_p2,COLLISION,1
51.3,car_p2,COLLISION,1
51.3,car_p2,COLLISION,1
51.3,car_p2,COLLISION,1
51.4,car_p1,COLLISION,1
51.4,car_p2,COLLISION,1
51.4,car_p2,COLLISION,1
51.4,car_p2,COLLISION,1
51.4,car_p2,COLLISION,1
51.5,car_p1,COLLISION,1
51.5,car_p2,COLLISION,1
51.5,car_p2,COLLISION,1
51.5,car_p2,COLLISION,1
51.5,car_p2,COLLISION,1
51.6,car_p1,COLLISION,1
51.6,car_p2,COLLISION,1
51.6,car_p2,COLLISION,1
51.6,car_p2,COLLISION,1
51.6,car_p2,COLLISION,1
51.7,car_p1,COLLISION,1
51.7,car_p2,COLLISION,1
51.7,car_p2,COLLISION,1
51.7,car_p2,COLLISION,1
51.7,car_p2,COLLISION,1
51.8,car_p1,COLLISION,1
51.8,car_p2,COLLISION,1
51.8,car_p2,COLLISION,1
51.8,car_p2,COLLISION,1
51.8,car_p2,COLLISION,1
51.9,car_p1,COLLISION,1
51.9,car_p2,COLLISION,1
51.9,car_p2,COLLISION,1
51.9,car_p2,COLLISION,1
51.9,car_p2,COLLISION,1
52.0,car_p1,COLLISION,1
52.0,car_p2,COLLISION,1
52.0,car_p2,COLLISION,1
52.0,car_p2,COLLISION,1
52.0,car_p2,COLLISION,1
52.1,car_p1,COLLISION,1
52.1,car_p2,COLLISION,1
52.1,car_p2,COLLISION,1
52.1,car_p2,COLLISION,1
52.1,car_p2,COLLISION,1
52.2,car_p1,COLLISION,1
52.2,car_p2,COLLISION,1
52.2,car_p2,COLLISION,1
52.2,car_p2,COLLISION,1
52.2,car_p2,COLLISION,1
52.3,car_p1,COLLISION,1
52.3,car_p2,COLLISION,1
52.3,car_p2,COLLISION,1
52.3,car_p2,COLLISION,1
52.3,car_p2,COLLISION,1
52.4,car_p1,COLLISION,1
52.4,car_p2,COLLISION,1
52.4,car_p2,COLLISION,1
52.4,car_p2,COLLISION,1
52.4,car_p2,COLLISION,1
52.5,car_p1,COLLISION,1
52.5,car_p2,COLLISION,1
52.5,car_p2,COLLISION,1
52.5,car_p2,COLLISION,1
52.5,car_p2,COLLISION,1
52.6,car_p1,COLLISION,1
52.6,car_p2,COLLISION,1
52.6,car_p2,COLLISION,1
52.6,car_p2,COLLISION,1
52.6,car_p2,COLLISION,1
52.7,car_p1,COLLISION,1
52.7,car_p2,COLLISION,1
52.7,car_p2,COLLISION,1
52.7,car_p2,COLLISION,1
52.7,car_p2,COLLISION,1
52.8,car_p1,COLLISION,1
52.8,car_p2,COLLISION,1
52.8,car_p2,COLLISION,1
52.8,car_p2,COLLISION,1
52.8,car_p2,COLLISION,1
52.9,car_p1,COLLISION,1
52.9,car_p2,COLLISION,1
52.9,car_p2,COLLISION,1
52.9,car_p2,COLLISION,1
52.9,car_p2,COLLISION,1
53.0,car_p1,COLLISION,1
53.0,car_p2,COLLISION,1
53.0,car_p2,COLLISION,1
53.0,car_p2,COLLISION,1
53.0,car_p2,COLLISION,1
53.1,car_p1,COLLISION,1
53.1,car_p2,COLLISION,1
53.1,car_p2,COLLISION,1
53.1,car_p2,COLLISION,1
53.1,car_p2,COLLISION,1
53.2,car_p1,COLLISION,1
53.2,car_p2,COLLISION,1
53.2,car_p2,COLLISION,1
53.2,car_p2,COLLISION,1
53.2,car_p2,COLLISION,1
53.3,car_p1,COLLISION,1
53.3,car_p2,COLLISION,1
53.3,car_p2,COLLISION,1
53.3,car_p2,COLLISION,1
53.3,car_p2,COLLISION,1
53.4,car_p2,COLLISION,1
53.4,car_p2,COLLISION,1
53.4,car_p2,COLLISION,1
53.4,car_p2,COLLISION,1
53.4,car_p2,COLLISION,1
53.5,car_p2,COLLISION,1
53.5,car_p2,COLLISION,1
53.5,car_p2,COLLISION,1
53.5,car_p2,COLLISION,1
53.5,car_p2,COLLISION,1
53.6,car_p2,COLLISION,1
53.6,car_p2,COLLISION,1
53.6,car_p2,COLLISION,1
53.6,car_p2,COLLISION,1
53.6,car_p2,COLLISION,1
53.7,car_p2,COLLISION,1
53.7,car_p2,COLLISION,1
53.7,car_p2,COLLISION,1
53.7,car_p2,COLLISION,1
53.7,car_p2,COLLISION,1
53.8,car_p2,COLLISION,1
53.8,car_p2,COLLISION,1
53.8,car_p2,COLLISION,1
53.8,car_p2,COLLISION,1
53.8,car_p2,COLLISION,1
53.9,car_p2,COLLISION,1
53.9,car_p2,COLLISION,1
53.9,car_p2,COLLISION,1
53.9,car_p2,COLLISION,1
53.9,car_p2,COLLISION,1
54.0,car_p2,COLLISION,1
54.0,car_p2,COLLISION,1
54.0,car_p2,COLLISION,1
54.0,car_p2,COLLISION,1
54.0,car_p2,COLLISION,1
54.1,car_p1,COLLISION,1
54.1,car_p2,COLLISION,1
54.1,car_p2,COLLISION,1
54.1,car_p2,COLLISION,1
54.1,car_p2,COLLISION,1
54.2,car_p2,COLLISION,1
54.2,car_p2,COLLISION,1
54.2,car_p2,COLLISION,1
54.2,car_p2,COLLISION,1
54.2,car_p2,COLLISION,1
54.3,car_p2,COLLISION,1
54.3,car_p2,COLLISION,1
54.3,car_p2,COLLISION,1
54.3,car_p2,COLLISION,1
54.3,car_p2,COLLISION,1
54.4,car_p2,COLLISION,1
54.4,car_p2,COLLISION,1
54.4,car_p2,COLLISION,1
54.4,car_p2,COLLISION,1
54.4,car_p2,COLLISION,1
54.5,car_p2,COLLISION,1
54.5,car_p2,COLLISION,1
54.5,car_p2,COLLISION,1
54.5,car_p2,COLLISION,1
54.5,car_p2,COLLISION,1
54.6,car_p2,COLLISION,1
54.6,car_p2,COLLISION,1
54.6,car_p2,COLLISION,1
54.6,car_p2,COLLISION,1
54.6,car_p2,COLLISION,1
54.7,car_p2,COLLISION,1
54.7,car_p2,COLLISION,1
54.7,car_p2,COLLISION,1
54.7,car_p2,COLLISION,1
54.7,yield_04,COLLISION,1
54.8,car_p2,COLLISION,1
54.8,car_p2,COLLISION,1
54.8,car_p2,COLLISION,1
54.8,car_p2,COLLISION,1
54.8,yield_04,COLLISION,1
54.9,car_p2,COLLISION,1
54.9,car_p2,COLLISION,1
